leverans_id,prenumeration_id,kund_id,pren_startdatum,paus_från,paus_till,pren_avslutsdatum,kasstyp,kostpreferens,antal_portioner,leveransvecka,leveransdatum,postnummer,veckapris,leveransstatus,recept_1,recept_2,recept_3,omdöme_text,omdömesdatum,omdömesbetyg
LEV-2024-001482,PREN-1021,KUND-05020,2024-07-16,,,,Vegetarisk,Laktosfri,4,2024-W44,2024-10-29,80117,709,Levererad,Halloumisallad,Falafel med hummus,Vegansk burrito bowl,"Fungerar, men recepten börjar bli repetitiva.",2024-11-03,3
LEV-2024-001483,PREN-1023,KUND-05022,2024-04-21,,,,Klassisk,Glutenfri,4,2024-W44,2024-10-28,10811,749,Levererad,Kycklinggryta med ris,Fläskfilé med gräddsås,Biff med bearnaise,Lagom. Varken bättre eller sämre än förväntat.,2024-10-30,3
LEV-2024-001484,PREN-1027,KUND-05026,2024-09-01,2024-10-13,2024-10-26,,Klassisk,Glutenfri,4,2024-W44,2024-10-30,70941,749,Levererad,Kyckling Tikka Masala,Pasta Carbonara,Laxfile med potatismos,,,
LEV-2024-001485,PREN-1029,KUND-05028,2024-06-17,,,,Vegetarisk,Nötter,6,2024-W44,2024-10-29,10982,899,Levererad,Falafel med hummus,Pasta med pesto och mozarella,Thai-curry med tofu,,,
LEV-2024-001486,PREN-1033,KUND-05032,2024-04-25,,,,Vegetarisk,Glutenfri,2,2024-W44,2024-10-29,11291,529,OK,Svamprisotto,Falafel med hummus,Grönsaksgratäng,,,
LEV-2024-001487,PREN-1034,KUND-05033,2024-08-23,,,,Klassisk,Standard,6,2024-W44,2024-10-30,60814,899,Levererad,Kyckling Tikka Masala,Pasta Carbonara,Kycklinggryta med ris,,,
LEV-2024-001488,PREN-1036,KUND-05035,2024-08-23,,,,Snabb & Enkel,Standard,4,2024-W44,2024-10-30,10330,659,Levererad,Wrap med kyckling,Snabb pasta pesto,15-minuters wok,,,
LEV-2024-001489,PREN-1039,KUND-05038,2024-05-29,,,,Klassisk,Standard,2,v44,2024-10-29,50454,499,Levererad,Kyckling Tikka Masala,Laxfile med potatismos,Panerad fisk med remouladsås,,,
LEV-2024-001490,PREN-1041,KUND-05040,2024-10-20,,,2024-12-08,Klassisk,Standard,4,2024-W44,2024-10-28,11934,699,Levererad,Kycklinggryta med ris,Biff med bearnaise,Kyckling Tikka Masala,Äntligen vegetariska recept som hela familjen gillar.,2024-11-01,4
LEV-2024-001491,PREN-1042,KUND-05041,2024-08-13,,,,Snabb & Enkel,Standard,4 st,2024-W44,2024-10-30,41356,659,Levererad,Quesadillas,Snabb tomatsoppa,Snabb pasta pesto,,,
LEV-2024-001492,PREN-1044,KUND-05043,2024-07-14,2024-10-26,2024-10-13,,Familj,Standard,4,2024-W44,2024-10-28,40696,719,Levererad,Tacos,Fiskpinnar med potatismos,Chicken nuggets-sallad,,,
LEV-2024-001493,PREN-1045,KUND-05044,2024-08-20,,,,Familj,Standard,4,2024-W44,2024-10-28,,719,Levererad,Pannkakor med sylt,Chicken nuggets-sallad,Korv stroganoff,,,
LEV-2024-001494,PREN-1046,KUND-05045,2024-09-21,,,2024-11-02,Klassisk,Standard,6,v.44,2024-10-30,41294,899,Levererad,Biff med bearnaise,Kyckling Tikka Masala,Panerad fisk med remouladsås,Bra variation och tydliga instruktioner.,2024-11-02,5
LEV-2024-001495,PREN-1050,KUND-05049,2024-08-12,,,,Vegetarisk,Standard,6,2024-W44,2024-10-29,10269,879,Levererad,Vegansk burrito bowl,Svamprisotto,Falafel med hummus,,,
LEV-2024-001496,PREN-1051,KUND-05050,2024-09-01,,,,Klassisk,N/A,4,2024-W44,2024-10-29,50864,729,Levererad,Pasta Carbonara,Biff med bearnaise,Köttfärssås med pasta,"Sådär. Några recept var bra, andra inte.",2024-11-05,3
LEV-2024-001497,PREN-1054,KUND-05053,2024-05-11,,,,Familj,Standard,4,2024-W44,2024-10-29,21617,719,Levererad,Barnens favorit-pasta,Fiskpinnar med potatismos,Pizza med färskost,Goda recept denna vecka! Speciellt Fiskpinnar med potatismos.,2024-11-02,4
LEV-2024-001498,PREN-1055,KUND-05054,2024-04-07,,,,Snabb & Enkel,N/A,2,2024-W44,2024-10-29,10548,0,Levererad,Ramen-nudlar,Quesadillas,Toast med avokado och ägg,,,
LEV-2024-001499,PREN-1056,KUND-05055,2024-10-10,,,,Familj,LAKTOSFRI,6,2024-W44,2024-10-28,20465,949,Levererad,Chicken nuggets-sallad,Fiskpinnar med potatismos,Pannkakor med sylt,"Bra vissa veckor, sämre andra. Ojämnt.",2024-11-01,3
LEV-2024-001500,PREN-1057,KUND-05056,2024-09-20,,,,Familj,Normal,4,2024-W44,2024-10-30,20289,719,Levererad,Chicken nuggets-sallad,Barnens favorit-pasta,Pizza med färskost,,,
LEV-2024-001501,PREN-1059,KUND-05058,2024-07-27,,,,KLASSISK,Laktosfri,2,2024-W44,2024-10-29,41642,529,OK,Biff med bearnaise,Pasta Carbonara,Kyckling Tikka Masala,Gott men för lite grönsaker i familjevarianten.,2024-10-31,3
LEV-2024-001502,PREN-1061,KUND-05060,2024-07-30,,,,Familj,Laktosfri,4,2024-W44,2024-10-28,21130,749,Levererad,Köttbullar med makaroner,Pannkakor med sylt,Pizza med färskost,,,
LEV-2024-001503,PREN-1062,KUND-05061,2024-06-20,,,,Veggie,Nötfri,2,2024-W44,2024-10-28,70319,0,Missad,Thai-curry med tofu,Pasta med pesto och mozarella,Vegetarisk lasagne,Missad leverans IGEN. Funderar på att avsluta.,2024-10-30,1
LEV-2024-001504,PREN-1063,KUND-05062,2024-09-24,,,,Vegetarisk,Standard,6,2024-W44,2024-10-30,41578,879,OK,Thai-curry med tofu,Pasta med pesto och mozarella,Grönsaksgratäng,,,
LEV-2024-001505,PREN-1064,KUND-05063,2024-08-09,,,,Vegetarisk,Standard,4,2024-W44,2024-10-30,20656,679,Levererad,Vegetarisk lasagne,Grönsaksgratäng,Vegansk burrito bowl,,,
LEV-2024-001506,PREN-1065,KUND-05064,2024-09-30,,,,Klassisk,Standard,4,2024-W44,2024-10-29,40978,699,Missed,Panerad fisk med remouladsås,Biff med bearnaise,Köttfärssås med pasta,,,
LEV-2024-001507,PREN-1067,KUND-05066,2024-07-29,,,,Vegetarisk,N/A,2,W44-2024,2024-10-28,20533,479,Levererad,Pasta med pesto och mozarella,Vegetarisk lasagne,Svamprisotto,,,
LEV-2024-001508,PREN-1069,KUND-05068,2024-09-25,,,,Veg,Laktosfri,4,2024-W44,2024-10-30,10438,709 kr,Missad,Thai-curry med tofu,Falafel med hummus,Pasta med pesto och mozarella,,,
LEV-2024-001509,PREN-1070,KUND-05069,2024-09-18,,,,Vegetarisk,Standard,4,2024-W44,2024-10-28,,679,Levererad,Grönsaksgratäng,Svamprisotto,Pasta med pesto och mozarella,,,
LEV-2024-001510,PREN-1073,KUND-05072,2024-09-30,,,,Vegetarisk,unknown,6,2024-W44,2024-10-28,21291,879 kr,Missad,Vegansk burrito bowl,Halloumisallad,Thai-curry med tofu,Inget paket denna vecka trots att jag betalat.,2024-10-31,1
LEV-2024-001511,PREN-1076,KUND-05075,2024-04-23,,,,Snabb & Enkel,Standard,4,2024-W44,2024-10-29,21938,659,Levererad,Ramen-nudlar,Snabb tomatsoppa,15-minuters wok,,,
LEV-2024-001512,PREN-1079,KUND-05078,2024-10-20,,,2024-11-10,Familj,Standard,6,2024-W44,2024-10-30,10179,919,Levererad,Pannkakor med sylt,Fiskpinnar med potatismos,Korv stroganoff,,,
LEV-2024-001513,PREN-1083,KUND-05082,2024-09-15,,,,Klassisk,Standard,6,2024-W44,2024-10-29,11721,899,levererad,Köttfärssås med pasta,Biff med bearnaise,Pasta Carbonara,,,
LEV-2024-001514,PREN-1084,KUND-05083,2024-06-23,,,,Familj,Glutenfri,4,2024-W44,2024-10-29,40494,769,Levererad,Chicken nuggets-sallad,Tacos,Pizza med färskost,Barnen älskade Tacos. Kommer definitivt beställa igen!,2024-11-01,5
LEV-2024-001515,PREN-1085,KUND-05084,2024-07-27,,,,Klassisk,Standard,2,44,2024-10-30,41810,499,Levererad,Kyckling Tikka Masala,Fläskfilé med gräddsås,Panerad fisk med remouladsås,,,
LEV-2024-001516,PREN-1087,KUND-05086,2024-09-27,,,,Vegetarisk,,4,2024-W44,2024-10-28,41249,679,LEVERERAD,Thai-curry med tofu,Halloumisallad,Pasta med pesto och mozarella,,,
LEV-2024-001517,PREN-1088,KUND-05087,2024-04-25,,,,klassisk,Glutenfri,2,2024-W44,2024-10-28,70273,549,LEVERERAD,Panerad fisk med remouladsås,Köttfärssås med pasta,Kycklinggryta med ris,Älskar att slippa planera middagar. Tack!,2024-11-02,4
LEV-2024-001518,PREN-1089,KUND-05088,2024-08-03,,,,30-min,Standard,4,2024-W44,2024-10-30,11975,"659,00",Levererad,Ramen-nudlar,Snabb tomatsoppa,Quesadillas,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-11-03,5
LEV-2024-001519,PREN-1090,KUND-05089,2024-10-16,,,,Familj,Standard,6,2024-W44,2024-10-28,20046,919,Levererad,Barnens favorit-pasta,Fiskpinnar med potatismos,Köttbullar med makaroner,,,
LEV-2024-001520,PREN-1091,KUND-05090,2024-08-28,,,,Snabb & Enkel,Standard,2,2024-W44,2024-10-28,21552,459,Levererad,Ramen-nudlar,Snabb pasta pesto,Snabb tomatsoppa,Priset är högt men sparar tid. På gränsen.,2024-10-31,3
LEV-2024-001521,PREN-1092,KUND-05091,2024-06-23,,,,Snabb & Enkel,Fläskfri,2,2024-W44,2024-10-29,11615,459,Levererad,Snabb tomatsoppa,15-minuters wok,Sallad med räkor,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-11-03,4
LEV-2024-001522,PREN-1093,KUND-05092,2024-09-18,,,,Familj,N/A,4,2024-W44,2024-10-28,SE-702 74,719,Levererad,Fiskpinnar med potatismos,Köttbullar med makaroner,Chicken nuggets-sallad,,,
LEV-2024-001523,PREN-1094,KUND-05093,2024-04-27,,,,Snabb & Enkel,Standard,4,2024-W44,2024-10-30,202 62,659,Levererad,Snabb pasta pesto,Snabb tomatsoppa,Quesadillas,,,
LEV-2024-001524,PREN-1095,KUND-05094,2024-09-08,,,,Familj,Standard,sex,2024-W44,2024-10-30,50858,919,Levererad,Pannkakor med sylt,Fiskpinnar med potatismos,Köttbullar med makaroner,"Sådär. Några recept var bra, andra inte.",2024-11-04,3
LEV-2024-001525,PREN-1097,KUND-05096,2024-04-27,,,,Familj,LAKTOSFRI,4,2024-W44,2024-10-28,10413,749,Levererad,Köttbullar med makaroner,Fiskpinnar med potatismos,Korv stroganoff,,,
LEV-2024-001526,PREN-1098,KUND-05097,2024-06-03,,,,Vegetarisk,Standard,4,2024-W44,2024-10-29,10188,679,Levererad,Pasta med pesto och mozarella,Halloumisallad,Grönsaksgratäng,,,
LEV-2024-001527,PREN-1103,KUND-05102,2024-09-22,,,,Familj,LF,4,2024-W44,2024-10-28,10190,749,Levererad,Korv stroganoff,Fiskpinnar med potatismos,Barnens favorit-pasta,,,
LEV-2024-001528,PREN-1108,KUND-05107,2024-09-21,,,2024-11-02,Klassisk,Standard,4,2024-W44,2024-10-29,11370,699,Levererad,Kycklinggryta med ris,Panerad fisk med remouladsås,Biff med bearnaise,,,
LEV-2024-001529,PREN-1109,KUND-05108,2024-09-05,2024-10-10,2024-10-21,,Klassisk,Standard,4 st,2024-W44,2024-10-29,60493,699,Levererad,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Biff med bearnaise,,,
LEV-2024-001530,PREN-1110,KUND-05109,2024-08-06,,,,Klassisk,Inga,fyra,2024-W44,2024-10-28,11595,699,Levererad,Köttfärssås med pasta,Kycklinggryta med ris,Fläskfilé med gräddsås,Perfekta portionsstorlekar och fräscha ingredienser.,2024-10-31,4
LEV-2024-001531,PREN-1112,KUND-05111,2024-09-25,,,,Klassisk,Normal,0,2024-W44,2024-10-29,50197,899,Levererad,Pasta Carbonara,Fläskfilé med gräddsås,Kycklinggryta med ris,,,
LEV-2024-001532,PREN-1113,KUND-05112,2024-09-14,,,,Klassisk,Standard,2,2024-W44,2024-10-30,10721,499,LEVERERAD,Biff med bearnaise,Kyckling Tikka Masala,Kycklinggryta med ris,,,
LEV-2024-001533,PREN-1114,KUND-05113,2024-04-07,,,,Klassisk,Normal,6,2024-W44,2024-10-28,41318,899,Missad,Laxfile med potatismos,Panerad fisk med remouladsås,Biff med bearnaise,Missad leverans IGEN. Funderar på att avsluta.,2024-10-29,1
LEV-2024-001534,PREN-1115,KUND-05114,2024-10-27,,,2024-12-08,Snabb & Enkel,Standard,2,2024-W44,2024-10-29,60045,459,Levererad,Toast med avokado och ägg,Ramen-nudlar,Wrap med kyckling,,,
LEV-2024-001535,PREN-1116,KUND-05115,2024-10-23,,,,Klassisk,Standard,2,2024-W44,2024-10-29,10385,499,Delivered,Pasta Carbonara,Biff med bearnaise,Kyckling Tikka Masala,Överraskad över hur gott det blev! Ny favoriträtt.,2024-10-31,4
LEV-2024-001536,PREN-1117,KUND-05116,2024-08-14,,,,Klassisk,Normal,4,vecka 44,2024-10-30,11923,699,Levererad,Laxfile med potatismos,Kycklinggryta med ris,Pasta Carbonara,Barnen älskade Laxfile med potatismos. Kommer definitivt beställa igen!,2024-11-04,4
LEV-2024-001537,PREN-1118,KUND-05117,2024-09-06,,,,KLASSISK,Laktosfri,6,2024-W44,2024-10-28,20792,929,Levererad,Kyckling Tikka Masala,Köttfärssås med pasta,Biff med bearnaise,,,
LEV-2024-001538,PREN-1121,KUND-05120,2024-09-16,,,,Familj,Laktosfri,6,2024-W44,2024-10-30,10739,0,Levererad,Barnens favorit-pasta,Pannkakor med sylt,Tacos,,,
LEV-2024-001539,PREN-1127,KUND-05126,2024-09-26,,,2024-11-21,Klassisk,Standard,4,2024-W44,2024-10-30,10554,699,Levererad,Kycklinggryta med ris,Köttfärssås med pasta,Biff med bearnaise,,,
LEV-2024-001540,PREN-1128,KUND-05127,2024-04-19,,,,KLASSISK,Standard,2,v44,2024-10-30,41358,499,Levererad,Köttfärssås med pasta,Fläskfilé med gräddsås,Kycklinggryta med ris,,,
LEV-2024-001541,PREN-1129,KUND-05128,2024-10-17,,,,Express,Standard,6,2024-W44,2024-10-28,10916,859,Levererad,Snabb pasta pesto,Ramen-nudlar,15-minuters wok,,,
LEV-2024-001542,PREN-1130,KUND-05129,2024-09-18,,,,KLASSISK,Standard,4,2024-W44,2024-10-29,10824,699 kr,Levererad,Kycklinggryta med ris,Kyckling Tikka Masala,Biff med bearnaise,Snabb leverans och allt var fräscht.,2024-11-05,4
LEV-2024-001543,PREN-1131,KUND-05130,2024-08-14,,,,Familj,Standard,4,2024-W44,2024-10-30,21036,719,Levererad,Korv stroganoff,Fiskpinnar med potatismos,Köttbullar med makaroner,"Bra vissa veckor, sämre andra. Ojämnt.",2024-11-05,3
LEV-2024-001544,PREN-1133,KUND-05132,2024-10-25,,,,Klassisk,Standard,4,2024-W44,2024-10-28,11719,699,Levererad,Biff med bearnaise,Panerad fisk med remouladsås,Pasta Carbonara,,,
LEV-2024-001545,PREN-1134,KUND-05133,2024-08-26,,,,Klassisk,Standard,2,2024-W44,2024-10-28,11531,499,levererad,Pasta Carbonara,Biff med bearnaise,Kycklinggryta med ris,"Sådär. Några recept var bra, andra inte.",2024-10-31,3
LEV-2024-001546,PREN-1137,KUND-05136,2024-05-09,,,,Klassisk,Standard,2,2024-W44,2024-10-30,21132,499,Levererad,Köttfärssås med pasta,Kyckling Tikka Masala,Fläskfilé med gräddsås,Barnen älskade Kyckling Tikka Masala. Kommer definitivt beställa igen!,2024-11-06,5
LEV-2024-001547,PREN-1138,KUND-05137,2024-08-28,,,,Klassisk,Nötfri,4,2024-W44,2024-10-29,40951,719,Levererad,Panerad fisk med remouladsås,Laxfile med potatismos,Kycklinggryta med ris,Snabb leverans och allt var fräscht.,2024-11-05,4
LEV-2024-001548,PREN-1140,KUND-05139,2024-09-06,,,,Vegetarisk,Standard,4,2024-W44,2024-10-30,70067,679,Missad,Thai-curry med tofu,Halloumisallad,Falafel med hummus,Missad leverans IGEN. Funderar på att avsluta.,2024-10-31,1
LEV-2024-001549,PREN-1143,KUND-05142,2024-09-22,,,,Klassisk,Standard,6,2024-W44,2024-10-28,70929,899,Levererad,Fläskfilé med gräddsås,Kycklinggryta med ris,Laxfile med potatismos,"Fungerar, men recepten börjar bli repetitiva.",2024-11-03,3
LEV-2024-001550,PREN-1144,KUND-05143,2024-05-08,,,,Snabb & Enkel,Standard,4,2024-W44,2024-10-28,40286,659,Levererad,Sallad med räkor,Snabb pasta pesto,Ramen-nudlar,Älskar att slippa planera middagar. Tack!,2024-11-03,5
LEV-2024-001551,PREN-1145,KUND-05144,2024-06-25,,,,Family,Standard,6,2024-W44,2024-10-28,41821,919,Levererad,Barnens favorit-pasta,Fiskpinnar med potatismos,Korv stroganoff,,,
LEV-2024-001552,PREN-1146,KUND-05145,2024-07-03,,,,Klassisk,Fläskfri,2,2024-W44,2024-10-28,41338,499,Levererad,Laxfile med potatismos,Kyckling Tikka Masala,Kycklinggryta med ris,Bästa matkassen vi testat. Rekommenderas!,2024-10-31,4
LEV-2024-001553,PREN-1148,KUND-05147,2024-09-26,,,,Familj,Laktosfri,4,2024-W44,2024-10-30,11656,749,Levererad,Fiskpinnar med potatismos,Chicken nuggets-sallad,Köttbullar med makaroner,Överraskad över hur gott det blev! Ny favoriträtt.,2024-11-05,5
LEV-2024-001554,PREN-1149,KUND-05148,2024-07-24,,,,Vegetarian,Laktosfri,"""4""",2024-W44,2024-10-29,10349,709,Levererad,Pasta med pesto och mozarella,Falafel med hummus,Vegetarisk lasagne,,,
LEV-2024-001555,PREN-1156,KUND-05155,2024-07-19,,,,Standard,Standard,2,2024-W44,2024-10-29,10691,499,Levererad,Fläskfilé med gräddsås,Kycklinggryta med ris,Panerad fisk med remouladsås,,,
LEV-2024-001556,PREN-1157,KUND-05156,2024-08-17,,,,Klassisk,Ingen preferens,2,2024-W44,2024-10-28,10610,499,Levererad,Biff med bearnaise,Kycklinggryta med ris,Kyckling Tikka Masala,,,
LEV-2024-001557,PREN-1158,KUND-05157,2024-09-19,,,,Familj,Standard,4,2024-W44,2024-10-28,70874,719,Missad,Tacos,Chicken nuggets-sallad,Köttbullar med makaroner,Missad leverans IGEN. Funderar på att avsluta.,2024-10-29,1
LEV-2024-001558,PREN-1159,KUND-05158,2024-04-07,,,,Klassisk,Standard,4,2024-W44,2024-10-29,80412,699 kr,Levererad,Fläskfilé med gräddsås,Kycklinggryta med ris,Köttfärssås med pasta,"Bra vissa veckor, sämre andra. Ojämnt.",2024-11-01,3
LEV-2024-001559,PREN-1160,KUND-05159,2024-04-28,,,,Familj,Laktosfri,4,2024-W44,2024-10-29,10853,749,Levererad,Korv stroganoff,Fiskpinnar med potatismos,Pannkakor med sylt,Bästa matkassen vi testat. Rekommenderas!,2024-11-03,4
LEV-2024-001560,PREN-1164,KUND-05163,2024-07-09,,,,Klassisk,Standard,4,v.44,2024-10-29,,699,Levererad,Kycklinggryta med ris,Fläskfilé med gräddsås,Panerad fisk med remouladsås,,,
LEV-2024-001561,PREN-1165,KUND-05164,2024-04-22,,,,Klassisk,Fläskfri,2,2024-W44,2024-10-28,10120,499,Levererad,Panerad fisk med remouladsås,Laxfile med potatismos,Pasta Carbonara,,,
LEV-2024-001562,PREN-1167,KUND-05166,2024-04-09,,,,Klassisk,unknown,4,2024-W44,2024-10-28,10140,699,Levererad,Biff med bearnaise,Fläskfilé med gräddsås,Kycklinggryta med ris,,,
LEV-2024-001563,PREN-1168,KUND-05167,2024-08-25,,,,Standard,Standard,4,2024-W44,2024-10-30,11719,699,Levererad,Kyckling Tikka Masala,Biff med bearnaise,Laxfile med potatismos,Barnen älskade Kyckling Tikka Masala. Kommer definitivt beställa igen!,2024-11-06,4
LEV-2024-001564,PREN-1169,KUND-05168,2024-07-12,,,,KLASSISK,Inga,6,vecka 44,2024-10-30,10273,899,Missad,Panerad fisk med remouladsås,Kycklinggryta med ris,Kyckling Tikka Masala,"Var är min matkasse?! Ingen info, ingen leverans.",2024-11-01,2
LEV-2024-001565,PREN-1170,KUND-05169,2024-05-02,,,,Klassisk,Standard,4 st,2024-W44,2024-10-28,90498,699,Levererad,Fläskfilé med gräddsås,Biff med bearnaise,Panerad fisk med remouladsås,,,
LEV-2024-001566,PREN-1172,KUND-05171,2024-07-03,,,,vegetarisk,Standard,2,2024-W44,2024-10-30,10713,479,Levererad,Grönsaksgratäng,Vegansk burrito bowl,Falafel med hummus,,,
LEV-2024-001567,PREN-1174,KUND-05173,2024-04-20,,,,Klassisk,Standard,2,2024-W44,2024-10-28,,499,Levererad,Kyckling Tikka Masala,Kycklinggryta med ris,Fläskfilé med gräddsås,,,
LEV-2024-001568,PREN-1176,KUND-05175,2024-04-22,,,,Klassisk,Standard,4,2024-W44,2024-10-30,10488,699,Levererad,Fläskfilé med gräddsås,Pasta Carbonara,Panerad fisk med remouladsås,,,
LEV-2024-001569,PREN-1177,KUND-05176,2024-09-17,,,2024-11-05,Vegetarisk,Nötfri,2,2024-W44,2024-10-30,60013,499,Levererad,Grönsaksgratäng,Thai-curry med tofu,Pasta med pesto och mozarella,,,
LEV-2024-001570,PREN-1178,KUND-05177,2024-06-08,,,,Family,Laktosfri,4,2024-W44,2024-10-30,SE-407 90,749,Levererad,Köttbullar med makaroner,Korv stroganoff,Pizza med färskost,,,
LEV-2024-001571,PREN-1179,KUND-05178,2024-06-03,,,,Family,Standard,4,2024-W44,2024-10-30,10030,719,Levererad,Tacos,Pannkakor med sylt,Korv stroganoff,,,
LEV-2024-001572,PREN-1185,KUND-05184,2024-10-14,,,2024-11-18,KLASSISK,unknown,2,2024-W44,2024-10-30,S-21580,499,Levererad,Kyckling Tikka Masala,Biff med bearnaise,Köttfärssås med pasta,,,
LEV-2024-001573,PREN-1186,KUND-05185,2024-10-14,,,,Vegetarisk,Glutenfri,4,2024-W44,2024-10-30,21222,"729,00",Levererad,Grönsaksgratäng,Pasta med pesto och mozarella,Vegansk burrito bowl,,,
LEV-2024-001574,PREN-1189,KUND-05188,2024-08-31,,,,Klassisk,Glutenfri,4,2024-W44,2024-10-28,40470,749,Levererad,Laxfile med potatismos,Pasta Carbonara,Panerad fisk med remouladsås,,,
LEV-2024-001575,PREN-1190,KUND-05189,2024-09-21,,,,Klassisk,Ingen preferens,2,2024-W44,2024-10-28,60086,499,Levererad,Biff med bearnaise,Kyckling Tikka Masala,Pasta Carbonara,,,
LEV-2024-001576,PREN-1191,KUND-05190,2024-10-17,,,,vegetarisk,unknown,2,2024-W44,2024-10-29,20890,479,Levererad,Vegansk burrito bowl,Falafel med hummus,Vegetarisk lasagne,Äntligen vegetariska recept som hela familjen gillar.,2024-11-01,4
LEV-2024-001577,PREN-1193,KUND-05192,2024-07-16,,,,Vegetarisk,Standard,4,2024-W44,2024-10-28,50027,679,Levererad,Vegansk burrito bowl,Pasta med pesto och mozarella,Svamprisotto,,,
LEV-2024-001578,PREN-1194,KUND-05193,2024-09-18,,,,Vegetarian,Standard,6,2024-W44,2024-10-28,,879,Levererad,Vegetarisk lasagne,Falafel med hummus,Grönsaksgratäng,,,
LEV-2024-001579,PREN-1196,KUND-05195,2024-06-17,,,,Familj,Laktosfri,4,44,2024-10-30,20754,749,Delivered,Tacos,Pannkakor med sylt,Fiskpinnar med potatismos,"Fungerar, men recepten börjar bli repetitiva.",2024-11-06,3
LEV-2024-001580,PREN-1199,KUND-05198,2024-09-20,,,2024-11-15,Snabb & Enkel,Normal,2,2024-W44,2024-10-29,10570,459,Levererad,Wrap med kyckling,Toast med avokado och ägg,Sallad med räkor,Snabb leverans och allt var fräscht.,2024-11-02,4
LEV-2024-001581,PREN-1201,KUND-05200,2024-04-24,,,,Familj,Standard,6,2024-W44,2024-10-28,50032,919,Levererad,Köttbullar med makaroner,Chicken nuggets-sallad,Korv stroganoff,Gott men för lite grönsaker i familjevarianten.,2024-11-03,3
LEV-2024-001582,PREN-1203,KUND-05202,2024-06-26,,,2024-11-30,Classic,Fläskfri,4,2024-W44,2024-10-28,20274,699,Levererad,Kycklinggryta med ris,Kyckling Tikka Masala,Pasta Carbonara,Leveransen missades IGEN. Tredje gången denna månad.,2024-10-31,2
LEV-2024-001583,PREN-1206,KUND-05205,2024-10-11,,,,Klassisk,Standard,4,2024-W44,2024-10-30,21493,699,levererad,Laxfile med potatismos,Köttfärssås med pasta,Pasta Carbonara,,,
LEV-2024-001584,PREN-1208,KUND-05207,2024-05-28,,,,Klassisk,Standard,2,2024-W44,2024-10-29,41957,499,Levererad,Kycklinggryta med ris,Laxfile med potatismos,Kyckling Tikka Masala,,,
LEV-2024-001585,PREN-1209,KUND-05208,2024-09-19,,,,Familj,Laktosfri,4 st,2024-W44,2024-10-28,21177,749,Levererad,Pannkakor med sylt,Pizza med färskost,Chicken nuggets-sallad,Priset är högt men sparar tid. På gränsen.,2024-10-31,3
LEV-2024-001586,PREN-1210,KUND-05209,2024-04-21,,,,Snabb & Enkel,Standard,4,2024-W44,2024-10-28,60383,659,Levererad,Sallad med räkor,Snabb pasta pesto,15-minuters wok,Snabb leverans och allt var fräscht.,2024-11-02,5
LEV-2024-001587,PREN-1212,KUND-05211,2024-04-16,,,,Vegetarisk,Standard,2,2024-W44,2024-10-30,10410,479,MISSAD,Svamprisotto,Pasta med pesto och mozarella,Vegetarisk lasagne,,,
LEV-2024-001588,PREN-1215,KUND-05214,2024-08-15,,,,Klassisk,Pork free,4,2024-W44,2024-10-30,41469,699,LEVERERAD,Biff med bearnaise,Panerad fisk med remouladsås,Laxfile med potatismos,,,
LEV-2024-001589,PREN-1217,KUND-05216,2024-10-15,,,,Snabb & Enkel,,2,2024-W44,2024-10-29,10914,509,Delivered,Ramen-nudlar,Snabb pasta pesto,Wrap med kyckling,,,
LEV-2024-001590,PREN-1218,KUND-05217,2024-06-03,,,,Familj,Standard,4,2024-W44,2024-10-28,10027,719,Missad,Pannkakor med sylt,Chicken nuggets-sallad,Pizza med färskost,Missad leverans IGEN. Funderar på att avsluta.,2024-10-29,2
LEV-2024-001591,PREN-1220,KUND-05219,2024-08-22,,,,Snabb & Enkel,,6,2024-W44,2024-10-30,40681,909,Levererad,Ramen-nudlar,15-minuters wok,Quesadillas,Priset är högt men sparar tid. På gränsen.,2024-11-04,3
LEV-2024-001592,PREN-1002,KUND-05001,2024-04-10,,,,Klassisk,Standard,4,2024-W45,2024-11-06,S-10393,699,Levererad,Kyckling Tikka Masala,Fläskfilé med gräddsås,Köttfärssås med pasta,,,
LEV-2024-001593,PREN-1004,KUND-05003,2024-09-03,,,,Klassisk,Standard,4,2024-W45,2024-11-04,10620,699,Missad,Laxfile med potatismos,Pasta Carbonara,Fläskfilé med gräddsås,Leveransen kom aldrig fram. Helt oacceptabelt!,2024-11-06,2
LEV-2024-001594,PREN-1005,KUND-05004,2024-09-07,,,,Snabb & Enkel,Standard,2,2024-W45,2024-11-05,10347,459,Levererad,Wrap med kyckling,15-minuters wok,Ramen-nudlar,,,
LEV-2024-001595,PREN-1007,KUND-05006,2024-09-04,,,,Vegetarisk,Standard,2,2024-W45,2024-11-05,20491,479,Levererad,Halloumisallad,Vegansk burrito bowl,Thai-curry med tofu,,,
LEV-2024-001596,PREN-1008,KUND-05007,2024-10-15,,,2024-11-26,Familj,Standard,4,2024-W45,2024-11-06,10418,719,Levererad,Pannkakor med sylt,Tacos,Köttbullar med makaroner,,,
LEV-2024-001597,PREN-1009,KUND-05008,2024-09-16,,,,Vegetarisk,Glutenfri,4,2024-W45,2024-11-05,10241,729,Levererad,Thai-curry med tofu,Falafel med hummus,Vegetarisk lasagne,,,
